purchase_month,purchase_day_of_week,days_until_expiry,quantity,used_before_expiry,item_beverage,item_dairy,item_fruit,item_grain,item_meat,item_snack,item_vegetable,storage_freezer,storage_fridge,storage_pantry,item_name,storage_temperature_c,storage_humidity_pct
0.0,0.833333333,0.046831956,0.666666667,0,0,1,0,0,0,0,0,0,1,0,milk_powder,3.32,68.99
0.454545455,0.166666667,0.013774105,0.777777778,1,0,0,0,0,1,0,0,0,1,0,chicken_thigh,4.21,60.09
0.909090909,0.333333333,0.041322314,0.444444444,1,0,1,0,0,0,0,0,1,0,0,milkshake,-19.59,91.64
0.363636364,0.666666667,0.661157025,0.777777778,1,0,0,0,0,0,1,0,0,0,1,chips,26.02,72.41
0.818181818,0.0,0.044077135,0.555555556,1,0,0,0,0,0,0,1,1,0,0,beans,-17.81,91.92
0.727272727,0.5,0.033057851,0.333333333,1,0,0,0,0,0,0,1,0,0,1,beetroot,28.61,73.36
0.636363636,1.0,0.429752066,0.0,1,0,0,0,0,0,1,0,0,1,0,cookie,4.42,62.37
0.454545455,0.833333333,0.011019284,0.222222222,0,0,0,1,0,0,0,0,1,0,0,mango,-18.7,92.46
0.090909091,0.666666667,0.019283747,0.0,1,0,0,1,0,0,0,0,0,1,0,avocado,4.3,68.49
0.0,0.333333333,0.013774105,0.777777778,1,0,0,0,0,0,0,1,1,0,0,pumpkin,-17.37,90.68
0.545454545,0.166666667,0.129476584,0.333333333,1,1,0,0,0,0,0,0,0,1,0,yogurt_drink,3.19,63.68
0.0,0.5,0.385674931,0.888888889,1,0,0,0,1,0,0,0,0,1,0,flour,3.53,62.44
1.0,0.0,0.016528926,0.0,1,0,0,1,0,0,0,0,0,1,0,pineapple,4.95,63.93
0.181818182,0.5,0.011019284,0.777777778,1,0,0,1,0,0,0,0,0,1,0,coconut,4.78,66.31
0.727272727,0.333333333,0.955922865,0.777777778,1,0,0,0,0,0,1,0,1,0,0,cake_rusk,-16.82,90.03
0.909090909,0.333333333,0.016528926,0.888888889,1,0,0,0,0,1,0,0,1,0,0,lamb,-17.69,89.93
0.909090909,0.166666667,0.005509642,0.0,1,0,0,0,0,1,0,0,1,0,0,sausage,-19.22,92.22
0.909090909,0.0,0.462809917,0.666666667,1,0,0,0,1,0,0,0,1,0,0,couscous,-18.88,85.24
0.090909091,1.0,0.465564738,0.111111111,1,1,0,0,0,0,0,0,0,1,0,milkshake,4.29,61.77
0.090909091,0.166666667,0.016528926,0.777777778,0,0,0,1,0,0,0,0,1,0,0,watermelon,-16.24,94.54
0.727272727,0.166666667,0.327823691,0.444444444,1,1,0,0,0,0,0,0,0,1,0,vitamin_water,4.83,63.7
0.0,0.666666667,0.495867769,1.0,1,0,0,0,0,0,1,0,1,0,0,doughnut,-19.94,94.28
0.090909091,0.333333333,0.013774105,0.111111111,1,0,1,0,0,0,0,0,0,1,0,condensed_milk,3.86,69.67
0.636363636,1.0,0.002754821,0.222222222,0,0,0,1,0,0,0,0,0,0,1,plum,29.85,82.8
0.454545455,0.666666667,0.013774105,0.333333333,1,0,1,0,0,0,0,0,0,0,1,paneer,27.18,75.78
0.454545455,0.666666667,0.027548209,0.333333333,1,0,0,1,0,0,0,0,0,0,1,mango,29.4,74.75
0.636363636,0.5,0.600550964,1.0,1,0,0,0,0,0,1,0,1,0,0,doughnut,-19.32,90.57
0.363636364,0.666666667,0.944903581,0.888888889,1,1,0,0,0,0,0,0,0,0,1,vitamin_water,29.74,80.44
0.545454545,0.166666667,0.011019284,0.555555556,1,0,0,1,0,0,0,0,1,0,0,papaya,-17.72,85.97
0.454545455,0.666666667,0.024793388,0.555555556,0,0,0,1,0,0,0,0,0,1,0,grapes,4.23,69.9
0.0,0.5,0.005509642,0.333333333,1,0,0,0,0,1,0,0,1,0,0,chicken_thigh,-19.44,90.18
0.545454545,1.0,0.013774105,0.777777778,0,0,0,0,0,1,0,0,0,1,0,beef_steak,4.75,67.41
0.363636364,0.166666667,0.008264463,0.666666667,1,0,0,0,0,1,0,0,0,1,0,deli_meat,4.39,67.02
0.636363636,0.166666667,0.432506887,0.333333333,0,1,0,0,0,0,0,0,0,0,1,soy_milk,27.44,74.4
0.090909091,0.833333333,0.016528926,0.333333333,0,0,0,0,0,1,0,0,0,1,0,chicken_breast,4.62,68.1
0.363636364,1.0,0.939393939,0.444444444,1,1,0,0,0,0,0,0,0,0,1,milkshake,29.47,83.7
0.363636364,0.333333333,0.360881543,0.666666667,1,0,0,0,1,0,0,0,1,0,0,millet,-17.95,90.02
0.090909091,0.5,0.082644628,0.222222222,1,0,0,0,1,0,0,0,1,0,0,rice,-16.81,91.5
1.0,0.333333333,0.013774105,0.555555556,1,0,0,1,0,0,0,0,0,1,0,kiwi,4.4,67.96
0.454545455,0.0,0.022038567,0.888888889,1,0,0,0,0,0,0,1,0,1,0,broccoli,4.78,63.38
0.545454545,0.0,0.011019284,0.777777778,0,0,0,0,0,1,0,0,0,0,1,bacon,27.5,71.41
0.545454545,0.5,0.374655647,0.444444444,0,1,0,0,0,0,0,0,1,0,0,fruit_punch,-17.69,85.36
0.181818182,0.0,0.011019284,0.333333333,1,0,0,0,0,0,0,1,0,0,1,cucumber,27.86,78.14
0.545454545,0.5,0.002754821,0.333333333,1,0,0,1,0,0,0,0,0,0,1,lychee,27.15,78.86
1.0,0.166666667,0.011019284,0.444444444,1,0,0,1,0,0,0,0,0,1,0,apple,3.06,60.37
0.545454545,0.833333333,0.005509642,0.888888889,0,0,0,0,0,1,0,0,0,0,1,beef_steak,29.29,75.4
0.363636364,0.166666667,0.132231405,0.333333333,1,0,0,0,0,0,1,0,0,1,0,cake_rusk,3.25,65.22
0.0,0.333333333,0.005509642,0.444444444,0,0,0,0,0,1,0,0,1,0,0,beef_roast,-16.92,87.16
0.363636364,0.0,0.008264463,0.666666667,0,0,0,1,0,0,0,0,0,0,1,kiwi,28.49,71.28
0.545454545,0.333333333,0.159779614,0.0,1,0,0,0,1,0,0,0,0,1,0,chapati,3.1,65.31
0.363636364,0.166666667,0.024793388,0.444444444,1,0,0,1,0,0,0,0,0,1,0,watermelon,4.08,66.37
0.090909091,0.833333333,0.016528926,0.0,1,0,0,0,0,1,0,0,0,1,0,chicken_breast,4.45,69.76
1.0,0.666666667,0.449035813,0.666666667,1,0,0,0,0,0,1,0,1,0,0,jelly_cup,-17.93,88.23
0.0,0.166666667,0.038567493,0.666666667,1,0,1,0,0,0,0,0,0,0,1,cheddar,29.18,74.06
0.181818182,0.0,0.016528926,0.333333333,1,0,0,1,0,0,0,0,1,0,0,watermelon,-18.24,85.78
0.818181818,1.0,0.991735537,0.111111111,1,1,0,0,0,0,0,0,0,1,0,fruit_punch,3.05,69.63
0.272727273,0.833333333,0.024793388,0.0,0,0,0,1,0,0,0,0,0,1,0,orange,4.67,66.96
0.181818182,0.833333333,0.038567493,1.0,1,0,1,0,0,0,0,0,1,0,0,ghee,-18.36,86.73
0.909090909,0.333333333,0.931129477,0.777777778,1,0,0,0,0,0,1,0,0,1,0,pudding,3.31,62.5
0.272727273,0.0,0.022038567,1.0,1,0,0,0,0,0,0,1,1,0,0,tomato,-17.8,92.15
0.090909091,1.0,0.826446281,0.444444444,1,1,0,0,0,0,0,0,0,0,1,coconut_water,28.64,74.2
0.181818182,0.833333333,0.267217631,0.444444444,1,1,0,0,0,0,0,0,0,0,1,yogurt_drink,29.82,81.07
0.0,0.333333333,0.371900826,0.555555556,1,0,0,0,1,0,0,0,0,0,1,noodles,28.22,79.18
0.818181818,0.166666667,0.140495868,0.444444444,1,1,0,0,0,0,0,0,1,0,0,almond_milk,-18.32,87.48
0.727272727,1.0,0.300275482,0.0,1,0,0,0,1,0,0,0,1,0,0,porridge_mix,-18.58,92.58
0.818181818,0.333333333,0.011019284,0.333333333,0,0,0,0,0,1,0,0,1,0,0,bacon,-19.94,86.16
0.090909091,0.5,0.931129477,0.777777778,0,1,0,0,0,0,0,0,0,0,1,coffee_drink,26.18,70.61
0.818181818,1.0,0.019283747,0.888888889,0,0,0,1,0,0,0,0,1,0,0,apple,-16.58,92.04
0.272727273,0.833333333,0.377410468,0.888888889,1,1,0,0,0,0,0,0,0,0,1,yogurt_drink,27.9,71.47
0.727272727,0.333333333,0.0,0.777777778,1,0,0,0,0,1,0,0,0,0,1,chicken_liver,27.97,77.1
0.0,0.166666667,0.184573003,1.0,1,1,0,0,0,0,0,0,0,1,0,yogurt_drink,3.35,64.34
0.090909091,0.666666667,0.578512397,0.555555556,1,1,0,0,0,0,0,0,0,0,1,kombucha,27.59,79.24
0.272727273,0.666666667,0.396694215,0.222222222,0,1,0,0,0,0,0,0,0,1,0,soda,4.27,60.45
0.818181818,1.0,0.0,0.777777778,1,0,0,0,0,1,0,0,0,0,1,chicken_breast,27.5,79.39
0.818181818,0.666666667,0.041322314,0.444444444,1,0,1,0,0,0,0,0,0,0,1,paneer,28.01,82.85
0.454545455,0.166666667,0.005509642,0.0,1,0,0,0,0,1,0,0,0,0,1,lamb,28.63,72.44
0.636363636,0.333333333,0.011019284,0.666666667,1,0,0,0,0,1,0,0,0,1,0,turkey,3.14,66.42
0.0,1.0,0.022038567,0.0,1,0,0,1,0,0,0,0,0,1,0,pear,3.05,65.86
0.454545455,1.0,0.016528926,1.0,0,0,0,0,0,1,0,0,1,0,0,chicken_thigh,-16.24,90.75
0.090909091,0.666666667,0.58677686,0.666666667,1,0,0,0,0,0,1,0,0,1,0,cookie,3.78,66.43
0.181818182,0.666666667,0.253443526,0.777777778,1,0,0,0,0,0,1,0,0,0,1,chocolate,27.83,78.18
0.181818182,0.333333333,0.0,0.777777778,1,0,0,0,0,1,0,0,1,0,0,chicken_liver,-16.23,88.86
1.0,0.666666667,0.005509642,0.111111111,1,0,0,0,0,1,0,0,0,0,1,bacon,29.84,83.58
0.454545455,1.0,0.019283747,0.0,1,0,0,1,0,0,0,0,0,1,0,pomegranate,3.39,60.69
0.454545455,1.0,0.03030303,0.333333333,1,0,0,1,0,0,0,0,0,1,0,plum,3.2,60.18
0.0,1.0,0.148760331,0.444444444,0,0,0,0,1,0,0,0,1,0,0,string_hoppers,-19.62,91.83
0.363636364,0.0,0.008264463,0.0,0,0,0,0,0,1,0,0,1,0,0,chicken_gizzard,-19.72,88.19
0.272727273,1.0,0.614325069,0.888888889,0,0,0,0,0,0,1,0,0,1,0,chips,4.69,60.23
0.363636364,0.5,0.013774105,1.0,1,0,0,1,0,0,0,0,0,0,1,apple,29.26,74.23
0.454545455,0.5,0.016528926,0.555555556,1,0,0,0,0,0,0,1,0,1,0,mushroom,3.24,66.97
0.272727273,0.333333333,0.013774105,1.0,1,0,1,0,0,0,0,0,0,1,0,ice_cream,4.26,68.77
0.636363636,1.0,0.250688705,0.888888889,1,0,0,0,1,0,0,0,0,0,1,noodles,28.94,82.05
0.636363636,0.333333333,0.035812672,1.0,1,0,0,0,0,0,0,1,0,0,1,ginger,27.13,72.66
0.0,0.833333333,0.29476584,0.222222222,1,0,0,0,1,0,0,0,1,0,0,bun_rotti,-17.0,93.07
0.818181818,0.833333333,0.019283747,0.666666667,1,0,0,0,0,1,0,0,0,1,0,deli_meat,4.98,64.13
0.363636364,0.333333333,0.303030303,0.222222222,0,1,0,0,0,0,0,0,0,0,1,milk_drink,27.49,81.65
0.636363636,0.0,0.002754821,0.777777778,1,0,0,0,0,1,0,0,0,0,1,chicken_gizzard,27.36,83.96
0.727272727,1.0,0.044077135,0.111111111,0,0,1,0,0,0,0,0,0,0,1,yogurt,29.43,76.43
0.090909091,0.833333333,0.016528926,0.222222222,1,0,0,0,0,1,0,0,0,1,0,sausage,4.5,67.55
0.636363636,0.666666667,0.044077135,0.333333333,1,0,0,0,0,0,0,1,1,0,0,lettuce,-19.59,94.03
0.454545455,0.833333333,0.258953168,0.222222222,1,0,0,0,0,0,1,0,1,0,0,cake_rusk,-17.98,93.26
0.363636364,1.0,0.002754821,0.888888889,0,0,0,1,0,0,0,0,1,0,0,grapes,-18.72,93.96
1.0,1.0,0.415977961,0.444444444,0,0,0,0,0,0,1,0,0,1,0,crisps,3.78,60.11
0.727272727,1.0,0.683195592,0.111111111,1,1,0,0,0,0,0,0,0,0,1,coconut_water,29.62,71.37
0.454545455,0.833333333,0.300275482,1.0,1,0,0,0,1,0,0,0,0,0,1,noodles,27.28,84.25
0.272727273,0.833333333,0.404958678,1.0,1,1,0,0,0,0,0,0,0,1,0,yogurt_drink,4.9,65.73
0.545454545,0.0,0.190082645,0.666666667,1,1,0,0,0,0,0,0,0,1,0,smoothie,4.26,64.48
0.090909091,0.833333333,0.493112948,0.444444444,1,1,0,0,0,0,0,0,0,1,0,almond_milk,3.59,63.29
0.909090909,0.666666667,0.319559229,0.222222222,0,0,0,0,1,0,0,0,0,0,1,rice_cakes,28.69,81.29
0.454545455,0.166666667,0.26446281,0.111111111,0,1,0,0,0,0,0,0,0,1,0,kefir,4.58,67.9
0.909090909,0.166666667,0.449035813,0.111111111,1,0,0,0,1,0,0,0,1,0,0,crackers,-19.64,89.94
0.727272727,0.666666667,0.785123967,0.888888889,1,1,0,0,0,0,0,0,0,1,0,iced_tea,3.12,65.5
0.727272727,0.0,0.0,0.444444444,0,0,0,0,0,1,0,0,0,1,0,hotdog,3.88,68.88
0.909090909,0.333333333,0.013774105,0.333333333,1,0,0,1,0,0,0,0,1,0,0,grapes,-18.6,86.17
0.545454545,0.0,0.490358127,0.666666667,1,0,0,0,0,0,1,0,0,1,0,candy,3.29,67.62
0.909090909,0.0,0.008264463,0.555555556,1,0,0,1,0,0,0,0,0,0,1,pear,28.47,71.52
0.0,0.0,0.385674931,0.888888889,1,0,0,0,1,0,0,0,0,1,0,chapati,3.17,67.01
0.0,0.5,0.03030303,0.666666667,1,0,1,0,0,0,0,0,0,1,0,yogurt_drink,3.15,68.22
0.272727273,0.5,0.022038567,0.444444444,1,0,0,1,0,0,0,0,1,0,0,pomegranate,-17.18,85.81
0.818181818,0.833333333,0.157024793,0.0,1,1,0,0,0,0,0,0,1,0,0,syrup,-19.66,94.87
0.0,0.666666667,0.151515152,0.111111111,1,1,0,0,0,0,0,0,0,0,1,soy_milk,27.5,75.56
0.272727273,0.0,0.049586777,0.777777778,1,0,0,0,0,0,0,1,0,1,0,cabbage,4.63,69.47
0.545454545,0.833333333,0.011019284,0.777777778,1,0,0,0,0,1,0,0,0,0,1,pork_chop,29.94,81.3
0.909090909,0.666666667,0.002754821,0.444444444,1,0,0,0,0,1,0,0,0,1,0,chicken_thigh,3.75,60.84
0.090909091,0.5,0.046831956,0.333333333,1,0,1,0,0,0,0,0,1,0,0,whipped_cream,-16.89,90.58
0.909090909,1.0,0.292011019,0.111111111,1,0,0,0,0,0,1,0,0,1,0,chocolate,3.85,69.06
0.181818182,1.0,0.033057851,0.666666667,0,0,0,0,0,0,0,1,0,1,0,carrot,3.22,64.93
0.363636364,0.333333333,0.688705234,0.222222222,1,0,0,0,0,0,1,0,1,0,0,brownie,-19.95,89.69
0.636363636,0.666666667,0.008264463,1.0,1,0,0,0,0,1,0,0,1,0,0,beef_strips,-19.77,86.19
0.0,0.166666667,0.011019284,0.222222222,1,0,0,1,0,0,0,0,0,1,0,orange,3.24,66.49
0.454545455,0.5,0.523415978,0.888888889,0,1,0,0,0,0,0,0,0,0,1,fruit_punch,28.98,78.75
0.909090909,0.166666667,0.033057851,0.555555556,1,0,0,0,0,0,0,1,0,1,0,cabbage,4.92,63.75
0.636363636,0.166666667,0.203856749,0.888888889,1,0,0,0,1,0,0,0,0,1,0,oats,3.57,68.69
0.181818182,0.666666667,0.859504132,0.444444444,1,0,0,0,0,0,1,0,0,0,1,doughnut,26.89,84.45
0.727272727,0.166666667,0.011019284,0.111111111,1,0,0,0,0,1,0,0,0,1,0,chicken_thigh,3.02,69.7
0.818181818,0.0,0.019283747,1.0,1,0,0,1,0,0,0,0,0,1,0,avocado,3.09,68.91
